Code	Grn	GrnX	GrnY
10162	62	2212.37	235.3936
10162	50	2212.377	241.3372
10162	128	2212.385	247.2809
10162	82	2212.393	253.2246
10162	71	2212.401	259.1682
10162	78	2212.32	265.3447
10162	59	2212.417	271.0556
10162	32	2212.425	276.9993
10162	55	2212.433	282.9429
10162	68	2212.44	288.8866
10162	24	2212.448	294.8303
10162	44	2212.456	300.7739
10162	28	2212.464	306.7176
10162	114	2212.522	312.4261
10164	68	2212.48	318.6049
10164	38	2212.488	324.5486
10164	44	2212.496	330.4923
10164	65	2212.503	336.4359
10164	81	2212.511	342.3796
10164	54	2212.51	348
10164	73	2212.51	354.4413
10164	87	2212.535	360.2106
10164	46	2212.523	366.4588
10164	184	2212.551	372.098
10164	60	2212.652	378.2944
10164	52	2212.566	383.9853
10164	82	2212.677	390.3033
10164	1387	2212.582	395.8727
10164	57	2212.508	402
10164	23	2212.598	407.76
10164	61	2212.521	413.4883
10164	54	2212.614	419.6473
10164	80	2212.621	425.591
10164	31	2212.629	431.5347
10164	71	2212.637	437.4783
10164	38	2212.645	443.422
10164	42	2212.33	449.6441
10164	67	2212.661	455.3094
10164	39	2212.542	461.4256
10164	120	2212.677	467.1967
10164	71	2212.684	473.1404
10164	48	2212.692	479.084
10167	71	2212.7	485.0277
10167	82	2212.341	496.6743
10167	59	2212.724	502.8587
10167	73	2212.516	509
10167	84	2212.74	514.746
10167	72	2212.747	520.6897
10167	30	2212.755	526.6334
10167	29	2212.763	532.577
10167	47	2212.544	538.464
10167	86	2212.779	544.4644
10167	54	2212.787	550.4081
10167	49	2212.795	556.3517
10167	52	2212.802	562.2954
10167	86	2212.81	568.2391
10167	61	2213	574.3638
10167	50	2212.826	580.1264
10167	40	2212.834	586.0701
10167	47	2212.842	592.0137
10167	95	2212.85	597.9574
10167	29	2212.858	603.9011
10168	78	2212.865	609.8447
10168	58	2212.873	615.7885
10168	36	2212.701	621.3614
10168	50	2212.889	627.6758
10168	46	2212.54	633.5084
10168	40	2212.997	639.4607
10168	42	2212.679	645.3336
10168	35	2212.921	651.4504
10168	45	2212.928	657.3941
10168	40	2214	663.5021
10168	69	2212.944	669.2814
10168	58	2212.952	675.2251
10168	91	2212.96	681.1688
10168	53	2212.968	687.1125
10168	64	2212.976	693.0562
10168	45	2212.984	698.9998
10168	55	2212.991	704.9435
10168	67	2212.999	710.8871
10168	51	2213.007	716.8308
10168	78	2213.015	722.7745
10168	43	2213.023	728.7181
10168	82	2213.013	734.5198
10170	577	2213.039	740.6055
10170	382	2213.047	746.5491
10170	312	2212.69	752.3525
10170	513	2213.305	758.3396
10170	322	2213.07	764.3802
10170	365	2213.078	770.3239
10170	254	2213.086	776.2675
10170	206	2213.094	782.2112
10170	227	2213.102	788.1548
10170	431	2213.109	794.0985
10170	261	2213.117	800.0422
10170	251	2212.349	806.3245
10170	252	2213.133	811.9295
10170	282	2213.141	817.8732
10170	303	2213	823.5006
10170	551	2213.157	829.7605
10170	384	2213.165	835.7042
10170	377	2213.172	841.6479
10170	247	2213.18	847.5916
10170	360	2213.188	853.5352
10170	380	2213.196	859.4789
10170	499	2213.204	865.4225
10170	230	2213.212	871.3662
10170	397	2213.22	877.3099
10170	438	2213.228	883.2535
10170	394	2213.235	889.1972
10170	329	2213.49	894.9974
10170	346	2213.251	901.0845
10170	469	2213.259	907.0283
10170	285	2213.267	912.9719
10170	452	2213.283	924.8593
10170	342	2213.291	930.8029
10170	454	2213.497	936.584
10170	609	2213.306	942.6902
10176	1783	2213.314	948.6339
10176	1493	2213.322	954.5776
10176	1290	2213.33	960.5212
10176	1271	2213.5	966.4445
10176	1499	2213.346	972.4086
10176	1534	2213.354	978.3523
10176	1239	2213.51	984.4541
10176	976	2213.377	996.1833
10176	1078	2213.385	1002.127
10176	1250	2213.392	1007.723
10176	1127	2213.401	1014.014
10176	1141	2213.409	1019.958
10176	1033	2213.417	1025.902
10176	1135	2213.424	1031.845
10176	1776	2213.532	1037.532
10176	2201	2213.44	1043.733
10176	983	2213.448	1049.676
10176	1556	2213.456	1055.62
10176	1160	2213.464	1061.564
10176	1993	2213.472	1067.507
10176	1321	2213.362	1073.279
10176	1607	2213.502	1079.455
10176	997	2213.495	1085.338
10176	925	2213.512	1091.512
10176	568	2213.511	1097.226
10176	1360	2213.519	1103.169
10176	1762	2213	1109.5
10176	1083	2213.534	1115.057
10176	1588	2213.542	1121
10180	46	2213.55	1126.944
10180	69	2213.558	1132.888
10180	37	2213.566	1138.831
10180	54	2213.574	1144.775
10180	43	2213.582	1150.719
10180	91	2213.59	1156.662
10180	62	2213.597	1162.606
10180	56	2213.605	1168.55
10180	39	2213.613	1174.493
10180	292	2213.621	1180.437
10180	41	2213.629	1186.381
10180	58	2213.637	1192.324
10180	61	2213.645	1198.268
10180	83	2213.653	1204.212
10180	40	2213.66	1210.155
10180	43	2213.668	1216.099
10180	68	2213.676	1222.043
10180	49	2213.512	1228
10180	33	2213.692	1233.93
10180	42	2213.7	1239.874
10180	34	2213.52	1245.546
10180	32	2213.723	1257.705
10180	21	2213.731	1263.648
10181	48	2213.739	1269.592
10181	112	2213.68	1275.32
10181	41	2213.755	1281.479
10181	42	2213.552	1287.447
10181	50	2213.771	1293.367
10181	65	2213.779	1299.31
10181	35	2213.786	1305.254
10181	75	2213.794	1311.198
10181	119	2213.802	1317.141
10181	46	2213.81	1323.085
10181	52	2213.528	1328
10181	77	2213.561	1334.561
10181	45	2213.834	1340.916
10181	64	2213.842	1346.86
10181	91	2213.849	1352.803
10181	40	2213.857	1358.747
10181	39	2213.865	1364.691
10181	67	2213.873	1370.635
10184	68	2213.695	1376.331
10184	158	2213.889	1382.522
10184	131	2213.683	1388.647
10184	228	2213.905	1394.409
10184	149	2213.92	1406.297
10184	171	2213.928	1412.24
10184	157	2213.936	1418.184
10184	189	2213.944	1424.127
10184	118	2213.952	1430.071
10184	159	2213.96	1436.015
10184	136	2213.968	1441.958
10184	295	2213.975	1447.902
10184	138	2213.983	1453.846
10184	136	2213.991	1459.79
10184	149	2213.999	1465.733
10184	171	2214.007	1471.677
10184	96	2214.343	1477.686
10184	175	2213.537	1483.52
10184	117	2214.031	1489.508
10184	85	2214.038	1495.452
10184	84	2214.054	1507.339
10184	99	2214	1513.491
10187	342	2214.07	1519.226
10187	179	2214.078	1525.17
10187	134	2214.085	1531.114
10187	261	2214.094	1537.057
10187	110	2214.462	1543.437
10187	134	2214.109	1548.945
10187	178	2214.117	1554.888
10187	277	2214.329	1560.689
10187	159	2214.133	1566.776
10187	185	2214.141	1572.719
10187	110	2214.148	1578.663
10187	90	2214.156	1584.607
10187	201	2214.494	1591
10187	174	2214.172	1596.494
10187	116	2214.18	1602.438
10187	363	2214.188	1608.381
10187	242	2214.196	1614.325
10187	241	2214.204	1620.269
10187	238	2214.211	1626.212
10187	202	2214.219	1632.156
10187	160	2214.227	1638.1
10187	151	2214.235	1644.043
10187	186	2214.251	1655.931
10189	175	2214.259	1661.874
10189	325	2214.274	1673.762
10189	204	2214.282	1679.705
10189	160	2214.29	1685.649
10189	162	2214.328	1691.31
10189	218	2214.306	1697.536
10189	262	2214.314	1703.48
10189	258	2214.322	1709.424
10189	263	2214.33	1715.367
10189	162	2214.337	1721.311
10189	206	2214.345	1727.255
10189	204	2214.353	1733.198
10189	296	2214.361	1739.142
10189	202	2214.369	1745.086
10189	205	2214.377	1751.029
10189	415	2214.385	1756.973
10189	140	2214.393	1762.917
10189	118	2214.4	1768.86
10189	582	2214.408	1774.804
10189	255	2214.416	1780.748
10189	194	2214.424	1786.691
10189	169	2214.432	1792.635
10189	183	2214.44	1798.579
10189	135	2214.448	1804.522
10189	208	2214.456	1810.466
10189	163	2214.486	1816.492
10189	191	2214.471	1822.353
10189	227	2214.479	1828.297
10192	99	2214.487	1834.241
10192	33	2214.495	1840.184
10192	127	2214.503	1846.128
10192	44	2214.51	1852.072
10192	49	2214.519	1858.015
10192	37	2214.526	1863.959
10192	39	2214.534	1869.903
10192	59	2214.542	1875.846
10192	99	2214	1881.514
10192	53	2214.352	1893.646
10192	57	2214.573	1899.621
10192	41	2214.582	1905.565
10192	56	2214.557	1917.446
10192	49	2214.605	1923.396
10192	45	2214.613	1929.339
10192	79	2214.621	1935.283
10192	47	2214.629	1941.227
10192	30	2214.497	1947.497
10192	38	2214.645	1953.114
10192	108	2214.652	1959.058
10193	46	2214.66	1965.001
10193	82	2214.668	1970.945
10193	116	2214.676	1976.889
10193	27	2214.514	1982.477
10193	55	2214.692	1988.776
10193	91	2214.699	1994.72
10193	44	2214.707	2000.663
10193	44	2214.715	2006.607
10193	61	2214.723	2012.551
10193	50	2214.739	2024.438
10193	45	2214.747	2030.382
10193	28	2214.755	2036.325
10193	75	2215.496	2042.467
10193	49	2214.786	2060.1
10193	60	2214.794	2066.044
10193	53	2214.802	2071.988
10193	59	2214.81	2077.931
10193	46	2214.525	2083.986
10193	232	2214.825	2089.819
10193	38	2214.996	2095.519
10195	50	2214.841	2101.706
10195	39	2214.857	2113.593
10195	31	2214.865	2119.537
10195	25	2214.873	2125.48
10195	27	2214.881	2131.424
10195	48	2230.516	2178.135
10195	57	2230.522	2184.079
10195	52	2230.528	2190.023
10195	46	2230.534	2195.967
10195	52	2230.54	2201.911
10195	144	2230.546	2207.855
10195	43	2230.552	2213.8
10195	80	2230.558	2219.744
10195	36	2230.564	2225.688
10195	37	2230.571	2231.632
10195	58	2230.583	2243.52
10196	359	2230.589	2249.464
10196	309	2230.515	2255.529
10196	312	2230.601	2261.353
10196	277	2230.607	2267.297
10196	377	2230.613	2273.241
10196	469	2230.619	2279.185
10196	313	2230.541	2284.559
10196	359	2230.631	2291.073
10196	657	2230.637	2297.017
10196	321	2230.566	2302.528
10196	388	2230.65	2308.906
10196	399	2230.656	2314.85
10196	386	2230.662	2320.794
10196	584	2230.668	2326.738
10196	423	2230.674	2332.682
10196	544	2230.506	2338
10196	291	2230.547	2344.493
10196	572	2230.692	2350.514
10196	221	2230.698	2356.458
10196	366	2230.704	2362.403
10196	541	2230.71	2368.347
10196	600	2230.723	2380.235
10196	212	2230.729	2386.179
10201	339	2230.735	2392.123
10201	231	2230.52	2398.012
10201	252	2230.747	2404.011
10201	223	2230.753	2409.956
10201	288	2230.759	2415.9
10201	246	2230.765	2421.844
10201	207	2231	2427.547
10201	168	2230.777	2433.732
10201	302	2230.783	2439.676
10201	248	2230.79	2445.62
10201	238	2230.796	2451.564
10201	243	2230.802	2457.509
10201	416	2230.808	2463.453
10201	224	2230.814	2469.397
10201	274	2230.82	2475.341
10201	363	2230.826	2481.285
10201	279	2230.51	2487
10201	265	2230.838	2493.173
10201	263	2230.85	2505.062
10201	142	2230.509	2511.497
10201	313	2230.863	2516.95
10201	267	2230.869	2522.894
10201	492	2230.875	2528.838
10201	221	2231.494	2535
10201	202	2230.887	2540.726
10201	313	2230.893	2546.671
10202	68	2230.689	2552.342
10202	42	2230.905	2558.559
10202	48	2230.911	2564.503
10202	58	2230.917	2570.447
10202	45	2230.923	2576.391
10202	31	2230.929	2582.335
10202	46	2230.936	2588.28
10202	28	2230.941	2594.224
10202	25	2231	2600.512
10202	34	2230.954	2606.112
10202	16	2230.96	2612.056
10202	52	2230.966	2618
10202	26	2230.972	2623.944
10202	39	2231	2630.496
10202	56	2231.467	2635.533
10202	72	2230.99	2641.777
10202	52	2230.996	2647.721
10202	40	2231.002	2653.665
10202	57	2231.008	2659.609
10202	49	2231.46	2665.507
10202	52	2231	2672.468
10202	36	2231.027	2677.441
10202	65	2231.033	2683.385
10202	39	2232	2689.469
10202	29	2231.045	2695.274
10209	110	2230.501	2701
10209	130	2231.057	2707.162
10209	88	2231.496	2713.477
10209	88	2231.069	2719.05
10209	143	2231.081	2730.938
10209	82	2231.018	2736.509
10209	110	2231.094	2742.827
10209	179	2231.1	2748.771
10209	113	2231.04	2754.524
10209	129	2231.112	2760.659
10209	64	2231.493	2766.477
10215	24	2231.13	2778.491
10215	47	2231.704	2784.636
10215	54	2231.142	2790.38
10215	47	2231.148	2796.324
10215	47	2231.154	2802.268
10215	59	2231.16	2808.212
10215	43	2231.167	2814.156
10215	25	2231.173	2820.1
10215	40	2231.494	2826
10215	57	2231.185	2831.989
10215	46	2231.191	2837.933
10215	53	2231.197	2843.877
10215	72	2231.504	2849.504
10215	37	2231.209	2855.765
10215	61	2231.215	2861.709
10215	50	2231.221	2867.653
10215	35	2231.227	2873.597
10215	41	2231.233	2879.542
10215	49	2231.24	2885.486
10215	60	2231.246	2891.43
10215	39	2231.318	2897.349
10215	51	2231.264	2909.262
10215	75	2231.27	2915.206
10215	28	2231.276	2921.15
10215	35	2231.494	2926.997
10215	68	2231.288	2933.039
10215	39	2231.294	2938.983
10215	49	2231.3	2944.927
10215	36	2231.353	2950.666
10215	50	2231.313	2956.815
10220	350	2231.319	2962.759
10220	976	2230.995	2968.499
10220	514	2231.331	2974.648
10220	505	2231.337	2980.592
10220	458	2231.343	2986.536
10220	431	2231.349	2992.48
10220	503	2231.355	2998.424
10220	487	2231	3004.479
10220	352	2231.367	3010.312
10220	327	2231.373	3016.257
10220	416	2231.379	3022.201
10220	305	2231.385	3028.145
10220	302	2231	3034.503
10220	425	2231.397	3040.033
10220	1295	2231.404	3045.977
10220	558	2231.41	3051.921
10220	284	2231.416	3057.865
10220	404	2231.655	3063.344
10220	435	2231.428	3069.754
10220	658	2231.507	3075.529
10220	440	2231.44	3081.642
10220	554	2231.446	3087.586
10220	501	2231.452	3093.53
10220	546	2231.458	3099.474
10220	587	2231.464	3105.418
10220	350	2231.47	3111.363
10220	431	2231.483	3123.251
10220	252	2231.489	3129.195
10220	284	2231.495	3135.139
10221	169	2231.497	3140.978
10221	32	2231.507	3147.027
10221	225	2231.513	3152.971
10221	55	2231.51	3158.538
10221	113	2231.525	3164.86
10221	41	2231.531	3170.804
10221	49	2231.537	3176.748
10221	67	2231.543	3182.692
10221	34	2231.533	3188.465
10221	26	2231.556	3194.58
10221	49	2231.562	3200.524
10221	121	2231.568	3206.469
10221	61	2231.574	3212.413
10221	49	2231.58	3218.357
10221	56	2231.586	3224.301
10221	49	2231.592	3230.245
10221	70	2231.598	3236.189
10221	36	2231.604	3242.133
10221	52	2231.61	3248.077
10221	85	2231.667	3253.665
10221	27	2232.305	3260.325
10221	32	2231.629	3265.91
10221	37	2231.514	3271.492
10221	45	2231.483	3278
10224	340	2231.669	3283.332
10224	153	2231.653	3289.686
10224	135	2231.659	3295.63
10224	323	2231.551	3301.454
10224	218	2231.671	3307.519
10224	172	2231.677	3313.463
10224	179	2231.683	3319.407
10224	193	2231.689	3325.351
10224	116	2231.521	3331.437
10224	128	2232	3337.495
10224	158	2231.708	3343.183
10224	168	2231.714	3349.127
10224	316	2231.72	3355.072
10224	252	2231.726	3361.016
10224	199	2231.644	3367.292
10224	108	2231.523	3372.556
10239	146	2231.499	3379
10239	58	2231.75	3384.792
10239	125	2231.756	3390.736
10239	90	2231.762	3396.68
10239	138	2231.769	3402.625
10239	91	2231.986	3408.483
10239	92	2231.781	3414.513
10239	70	2231.787	3420.457
10239	43	2232	3426.446
10239	76	2231.799	3432.345
10239	128	2231.493	3439
10239	148	2231.817	3450.178
10239	137	2231.823	3456.122
10239	49	2231.829	3462.066
10239	112	2231.835	3468.01
10239	99	2231.841	3473.954
10239	82	2231.998	3479.529
10239	92	2231.86	3491.787
10239	80	2231.866	3497.731
10239	70	2231.872	3503.675
10239	99	2232	3509.508
10239	81	2231.884	3515.563
10240	26	2231.89	3521.507
10240	106	2231.896	3527.451
10240	118	2231.902	3533.396
10240	33	2231.908	3539.34
10240	91	2231.914	3545.284
10240	52	2231.92	3551.228
10240	70	2231.927	3557.172
10240	38	2231.511	3563
10240	59	2231.939	3569.06
10240	28	2232.507	3575
10240	54	2231.951	3580.948
10240	54	2232.065	3586.585
10240	33	2231.963	3592.837
10240	209	2231.969	3598.781
10240	42	2231.975	3604.725
10240	60	2231.981	3610.669
10240	58	2231.987	3616.613
10240	45	2231.993	3622.557
10240	84	2231.489	3629
10240	42	2232.006	3634.446
10240	58	2232.012	3640.39
10240	35	2232.018	3646.334
10240	55	2232.024	3652.278
10243	65	2232.477	3658.448
10243	64	2232.036	3664.166
10243	34	2232.042	3670.11
10243	42	2232.048	3676.054
10243	48	2232.054	3681.999
10243	58	2232.06	3687.943
10243	69	2231.506	3694
10243	84	2232.073	3699.831
10243	53	2232.079	3705.775
10243	56	2232.085	3711.719
10243	37	2232.091	3717.663
10243	84	2232.097	3723.607
10243	73	2231.537	3729.46
10243	40	2232.109	3735.496
10243	91	2232.115	3741.44
10243	53	2231.503	3747.497
10243	48	2232.127	3753.328
10243	70	2232.133	3759.272
10243	46	2232.139	3765.216
10246	60	2232.146	3771.16
10246	47	2232.152	3777.104
10246	42	2232.158	3783.049
10246	31	2232.164	3788.993
10246	46	2232.17	3794.937
10246	59	2231.518	3801.482
10246	185	2232.182	3806.825
10246	60	2232.188	3812.769
10246	46	2232.484	3818.54
10246	78	2232.2	3824.657
10246	40	2232.206	3830.602
10246	74	2232.212	3836.546
10246	53	2232.361	3842.309
10246	97	2232.224	3848.434
10253	500	2232.23	3854.378
10253	411	2232.237	3860.322
10253	350	2232.243	3866.266
10253	429	2232.249	3872.211
10253	268	2232.505	3877.982
10253	410	2232.261	3884.099
10253	345	2232.267	3890.043
10253	520	2232.273	3895.987
10253	388	2232.279	3901.931
10253	1164	2232.285	3907.875
10253	268	2232.291	3913.82
10253	294	2232.668	3919.319
10253	276	2232.303	3925.708
10253	287	2232.31	3931.652
10253	318	2232.316	3937.596
10253	476	2232.322	3943.54
10253	299	2232.328	3949.484
10253	426	2232.334	3955.428
10253	296	2232.34	3961.373
10255	127	2232.491	3967
10255	91	2232.352	3973.261
10255	100	2232.501	3979.008
10255	91	2232.364	3985.149
10255	92	2232.37	3991.093
10255	42	2232.52	3997.454
10255	63	2232.494	4002
10255	110	2232.389	4008.926
10255	110	2232.395	4014.87
10255	88	2232.401	4020.814
10255	90	2232.509	4026.531
10255	101	2232.354	4032.673
10255	72	2232.419	4038.646
10255	92	2232.425	4044.59
10255	151	2232.431	4050.534
10255	144	2232.437	4056.479
10255	90	2232.443	4062.423
10255	116	2232.449	4068.367
10255	57	2232.456	4074.311
10255	81	2232.462	4080.255
10259	94	2232.468	4086.199
10259	281	2232.474	4092.143
10259	120	2232.493	4104.493
10259	152	2232.492	4109.976
10259	223	2225.309	2181.107
10259	145	2225.315	2187.052
10259	668	2225.321	2192.996
10259	171	2225.35	2198.697
10259	147	2225.498	2204.498
10259	133	2225.339	2210.828
10259	161	2225.345	2216.772
10259	339	2225.357	2228.66
10259	147	2225.363	2234.604
10259	172	2225.369	2240.549
10259	109	2225.375	2246.493
10259	81	2225.382	2252.437
10259	168	2225.388	2258.381
10259	94	2225.492	2264.486
10259	148	2225.545	2270.479
10259	181	2225.406	2276.213
10259	47	2225.412	2282.157
10259	190	2225.424	2294.046
10259	184	2225.43	2299.99
10259	90	2225.442	2311.878
10259	267	2225.448	2317.822
10259	125	2225.455	2323.766
10259	98	2225.461	2329.71
10259	124	2225.467	2335.655
10259	129	2225.473	2341.599
10273	36	2225.479	2347.543
10273	48	2225.485	2353.487
10273	49	2225.491	2359.431
10273	36	2225.497	2365.375
10273	76	2225.495	2371
10273	53	2225.509	2377.263
10273	37	2225.515	2383.208
10273	75	2225.665	2389.679
10273	111	2225.528	2395.096
10273	29	2225.534	2401.04
10273	55	2225.54	2406.984
10273	17	2225.546	2412.928
10273	59	2225.552	2418.872
10273	38	2225.558	2424.816
10273	39	2225.564	2430.76
10274	51	2225.57	2436.705
10274	64	2225.576	2442.649
10274	275	2225.582	2448.593
10274	45	2225.588	2454.537
10274	46	2225.594	2460.481
10274	28	2225.601	2466.425
10274	56	2225.973	2472.485
10274	47	2225.581	2478.448
10274	131	2225.619	2484.258
10274	59	2225.625	2490.202
10274	30	2226	2496.457
10274	37	2225.637	2502.09
10274	43	2225.507	2508
10274	22	2225.316	2513.338
10274	105	2225.655	2519.923
10274	25	2225.661	2525.867
10274	42	2225.667	2531.811
10274	40	2225.541	2538
10274	54	2225.679	2543.699
10274	27	2225.686	2549.643
10274	66	2225.692	2555.587
10274	68	2225.698	2561.531
10274	24	2225.54	2573.465
10274	33	2225.716	2579.364
10274	24	2225.722	2585.308
10274	58	2225.029	2591.645
10274	41	2225.734	2597.196
10274	77	2225.74	2603.14
10274	30	2225.746	2609.084
10278	1097	2225.752	2615.029
10278	880	2225.759	2620.973
10278	805	2225.765	2626.917
10278	1201	2225.783	2644.749
10278	633	2225.679	2651.655
10278	654	2225.795	2656.637
10278	650	2225.801	2662.582
10278	660	2225.807	2668.526
10278	941	2225.813	2674.47
10278	904	2225.819	2680.414
10278	660	2225.825	2686.358
10278	583	2225.544	2692.442
10278	1341	2225.838	2698.246
10278	878	2225.844	2704.19
10278	958	2225.85	2710.135
10278	833	2225.856	2716.079
10278	1077	2225.862	2722.023
10278	820	2225.868	2727.967
10279	27	2225.874	2733.911
10279	56	2225.88	2739.855
10279	158	2225.886	2745.799
10279	21	2225.892	2751.743
10279	52	2225.898	2757.688
10279	35	2225.563	2763.523
10279	58	2225.911	2769.576
10279	1621	2225.917	2775.52
10279	107	2225.923	2781.464
10279	36	2225.929	2787.408
10279	43	2225.935	2793.352
10279	38	2225.941	2799.296
10279	59	2226.468	2804.495
10279	43	2225.953	2811.185
10279	49	2226.477	2817.479
10279	83	2225.51	2823.49
10279	86	2225.971	2829.017
10279	78	2225.978	2834.961
10279	52	2225.984	2840.905
10279	75	2225.99	2846.849
10279	43	2225.996	2852.793
10280	67	2226.049	2858.542
10280	53	2226.008	2864.682
10280	63	2226.322	2870.325
10280	65	2225.517	2876.99
10280	31	2226.026	2882.514
10280	60	2226.032	2888.458
10280	87	2226.038	2894.402
10280	21	2226.044	2900.346
10280	69	2226.051	2906.291
10280	61	2226.057	2912.235
10280	88	2226.063	2918.179
10280	49	2226.069	2924.123
10280	34	2225.519	2930
10280	25	2226.081	2936.011
10280	37	2226.087	2941.955
10280	26	2226	2947.599
10280	47	2226.099	2953.844
10280	42	2226.105	2959.788
10280	30	2226.111	2965.732
10280	29	2226.117	2971.676
10280	40	2226.124	2977.62
10280	60	2226.129	2983.564
10280	42	2226.473	2989.459
10280	55	2226.142	2995.453
10280	50	2226.148	3001.397
10280	53	2226.154	3007.341
10286	140	2226.16	3013.285
10286	112	2226.166	3019.229
10286	107	2226.319	3025.339
10286	55	2226.178	3031.117
10286	81	2226.184	3037.062
10286	80	2226.19	3043.006
10286	118	2226.196	3048.95
10286	56	2226.202	3054.894
10286	117	2226.208	3060.838
10286	103	2226.215	3066.782
10286	97	2226.221	3072.726
10286	74	2226.227	3078.67
10286	148	2226.233	3084.615
10286	73	2226.239	3090.559
10286	84	2226.245	3096.503
10286	102	2226.251	3102.447
10286	83	2226.257	3108.391
10286	102	2226.263	3114.335
10286	100	2226.269	3120.279
10286	112	2226.275	3126.223
10286	61	2226.281	3132.167
10288	39	2226.288	3138.112
10288	114	2226.294	3144.056
10288	57	2226.3	3150
10288	46	2226.306	3155.944
10288	49	2226.312	3161.888
10288	70	2226.318	3167.832
10288	123	2226.324	3173.776
10288	38	2226.462	3179.554
10288	12	2226.336	3185.665
10288	37	2226.342	3191.609
10288	43	2226.348	3197.553
10288	83	2226.354	3203.497
10288	53	2226.361	3209.441
10288	40	2226.367	3215.385
10288	63	2226.373	3221.329
10288	41	2226.379	3227.273
10288	36	2226.385	3233.218
10288	44	2226.51	3239
10288	446	2226.348	3244.698
10288	69	2226.403	3251.05
10289	46	2226.409	3256.994
10289	37	2226.415	3262.938
10289	27	2226.492	3269
10289	42	2226.427	3274.826
10289	68	2226.434	3280.771
10289	38	2226.44	3286.715
10289	18	2226.446	3292.659
10289	60	2226.452	3298.603
10289	26	2226.458	3304.547
10289	35	2226.464	3310.491
10289	48	2226.487	3316.485
10289	27	2226.476	3322.379
10289	32	2226.482	3328.323
10289	78	2226.488	3334.268
10289	79	2226.494	3340.212
10289	66	2226.5	3346.156
10289	38	2226.507	3352.1
10289	68	2226.479	3358.42
10289	37	2226.519	3363.988
10289	41	2226.525	3369.932
10289	38	2226.531	3375.877
10289	56	2226.537	3381.821
10291	84	2226.543	3387.765
10291	45	2226.49	3394
10291	50	2226.555	3399.653
10291	62	2226.561	3405.597
10291	57	2226.567	3411.541
10291	26	2226.573	3417.486
10291	72	2226.335	3423.674
10291	303	2226.585	3429.374
10291	66	2226.592	3435.318
10291	50	2226.598	3441.262
10291	85	2226.604	3447.206
10291	66	2226.61	3453.15
10291	49	2226.509	3459.004
10291	35	2226.622	3465.039
10291	29	2226.634	3476.927
10291	68	2226.64	3482.871
10291	107	2226.646	3488.815
10291	80	2226.652	3494.759
10291	30	2226.658	3500.703
10291	25	2226.665	3506.647
10291	89	2226.671	3512.592
10291	52	2226.677	3518.536
10291	57	2226.683	3524.48
10292	54	2226.689	3530.424
10292	15	2226.695	3536.368
10292	43	2226.701	3542.312
10292	45	2226.707	3548.256
10292	117	2226.521	3554.479
10292	54	2226.719	3560.145
10292	36	2226.725	3566.089
10292	51	2226.731	3572.033
10292	32	2226.738	3577.977
10292	57	2226.744	3583.921
10292	56	2226.75	3589.865
10292	40	2226.756	3595.809
10292	133	2227.517	3601.517
10292	34	2226.768	3607.698
10292	33	2226.774	3613.642
10292	24	2226.78	3619.586
10292	47	2226.786	3625.53
10292	48	2226.792	3631.474
10292	38	2226.798	3637.418
10292	37	2226.667	3643.305
10296	382	2226.811	3649.306
10296	38	2226.817	3655.25
10296	91	2226.519	3661
10296	49	2226.829	3667.139
10296	59	2226.835	3673.083
10296	60	2226.847	3684.971
10296	79	2226.853	3690.915
10296	249	2226.859	3696.859
10296	72	2226.865	3702.803
10296	33	2226.871	3708.748
10296	54	2226.877	3714.692
10296	45	2227	3720.455
10296	60	2226.89	3726.58
10296	71	2226.896	3732.524
10296	54	2226.902	3738.468
10296	51	2226.914	3750.356
10296	52	2226.92	3756.301
10296	26	2226.964	3762.44
10296	58	2226.938	3774.133
10296	42	2226.357	3779.69
10296	67	2226.95	3786.021
10301	26	2226.962	3797.909
10301	28	2226.969	3803.854
10301	41	2226.975	3809.798
10301	44	2226.557	3815.533
10301	31	2226.987	3821.686
10301	58	2226.993	3827.63
10301	41	2226.999	3833.574
10301	55	2227.005	3839.518
10301	54	2227.011	3845.463
10301	53	2227.017	3851.407
10301	52	2226.509	3857
10301	43	2227.029	3863.295
10301	20	2227.035	3869.239
10301	83	2227.042	3875.183
10301	82	2227.048	3881.127
10309	98	2227.054	3887.072
10309	46	2227.06	3893.016
10309	65	2227.329	3899.324
10309	70	2227.336	3905.662
10309	69	2227.078	3910.848
10309	77	2227.084	3916.792
10309	53	2227.09	3922.736
10309	28	2227.325	3928.648
10309	68	2227.102	3934.625
10309	32	2227.108	3940.569
10309	140	2227	3947.496
10309	72	2227.121	3952.457
10309	52	2227.127	3958.401
10309	62	2227.133	3964.345
10309	68	2227.139	3970.289
10309	159	2227.145	3976.233
10309	164	2227.151	3982.177
10309	80	2227.157	3988.122
10309	926	2227.475	3993.959
10309	74	2227.169	4000.01
10309	58	2227.175	4005.954
10309	60	2227.181	4011.898
10309	33	2227.188	4017.842
10309	20	2227.194	4023.786
10309	45	2227.2	4029.73
10309	127	2227.206	4035.675
10309	43	2227.479	4041.493
10315	56	2227.224	4053.507
10315	42	2227.23	4059.451
10315	59	2227.242	4071.339
10315	43	2227.248	4077.283
10315	51	2227.254	4083.228
10315	115	2227.26	4089.172
10315	38	2227.267	4095.116
10315	47	2227.273	4101.06
10315	50	2227.279	4107.004
10315	51	2227.49	4113.49
10324	129	2220.095	2178.136
10324	98	2220.101	2184.08
